elbow_angle,back_angle,hip_angle,knee_angle,exercise
86.05501009996303,179.28355517771175,145.68415901367504,110.98678562062064,pushup
109.26362171784156,172.02571441472082,136.48750655860437,98.04008699318668,pushup
85.48291260854246,161.35957379388273,149.49483343130962,92.49385346409558,pushup
156.85154856134088,177.14739686284196,173.18725698643684,149.93815359774214,pushup
93.12046218368118,166.29902758227868,143.3877134148681,99.6934939051624,pushup
87.0205222881101,149.14267224984934,118.91253302397664,93.15680234031316,pushup
126.61735809893447,175.86005127143596,167.2002590595118,132.5748391014808,pushup
163.90041628668425,176.53177454248996,176.72280995901605,158.7618451354918,pushup
166.91896975424442,174.6646249477054,175.7708161523065,149.3697295207633,pushup
153.7088485030584,172.56849736387616,178.1837938852345,153.8007997438533,pushup
113.85366501709464,179.82845774125812,157.1041107488361,107.42160642787616,pushup
70.50882980383952,173.75039091881533,144.87119197094498,105.9471992816444,pushup
128.36764881683183,107.13017497699092,157.4448747573443,93.39056485589047,pushup
165.95172643160623,140.79265674864158,107.5032202721647,109.05559321783475,pushup
86.7376078361381,117.94964429980392,165.11931796779308,106.9932596113521,pushup
138.97144056907692,116.3508157913442,167.41475444557634,101.89625850154331,pushup
120.22457902439056,92.9837481509468,143.86277593840467,97.89417940714632,pushup
41.94392422998722,124.70969156831929,96.81722768051968,107.59439220423018,pushup
150.7984047951639,96.624024281841,154.7716968059038,90.85952384128412,pushup
173.01772186358792,153.5189700814026,153.3725641568002,179.16441701558082,pushup
142.0605121307326,170.66038571278088,162.81736686424986,101.21073374548844,pushup
155.91828159559927,171.71779693240958,168.80168918309036,174.0318721804299,pushup
113.52986179742604,164.8690471284911,162.72945845215912,175.192173121181,pushup
105.27065006562113,170.46032583029378,163.0681485656672,163.6853782682639,pushup
119.83084634111088,147.2419956381313,137.60979581293225,156.98412147462193,pushup
131.3432030164729,168.50540450535476,165.3228868810784,172.35057258540448,pushup
169.83306646610728,159.5352298898422,157.36689597572743,175.20970112108586,pushup
173.9855916773326,148.52764979424626,142.1169263147807,164.170329748936,pushup
54.58346963866118,169.1924386025686,174.35875073881687,169.11918246913373,pushup
60.22498911365034,171.41442040430596,177.6740012003428,167.28778567636937,pushup
